261, 618912.185, 4204179.007, 2.14, 3.16, 4.04, 5.04, 5.21, 3.92  
262, 618917.795, 4204179.29, 2.41, 3.57, 4.33, 5.43, 5.55, 4.26  
263, 618923.045, 4204178.94, 2.35, 3.48, 4.26, 5.34, 5.48, 4.18  
264, 618928.498, 4204179.523, 2.44, 3.61, 4.35, 5.47, 5.58, 4.29  
265, 618934.258, 4204178.589, 1.98, 2.90, 3.86, 4.80, 5.00, 3.71  
266, 618939.966, 4204179.985, 2.04, 3.01, 3.93, 4.90, 5.09, 3.80  
267, 618945.772, 4204178.677, 1.78, 2.59, 3.65, 4.52, 4.76, 3.46  
268, 618950.769, 4204179.76, 1.44, 2.07, 3.29, 4.03, 4.33, 3.03  
269, 618956.237, 4204180.552, 1.36, 1.95, 3.20, 3.91, 4.23, 2.93  
270, 618961.641, 4204179.777, 1.89, 2.77, 3.77, 4.68, 4.90, 3.60  
271, 618967.115, 4204180.96, 2.36, 3.50, 4.28, 5.36, 5.49, 4.20  
272, 618972.839, 4204179.474, 2.88, 4.30, 4.83, 6.11, 6.14, 4.85  
273, 618978.188, 4204180.784, 3.01, 4.50, 4.97, 6.29, 6.31, 5.02  
274, 618983.913, 4204179.754, 3.52, 5.28, 5.52, 7.02, 6.94, 5.66  
275, 618989.23, 4204180.178, 3.56, 5.35, 5.56, 7.08, 7.00, 5.71  
276, 618994.711, 4204180.966, 3.73, 5.62, 5.75, 7.33, 7.21, 5.93  
277, 619000.583, 4204179.937, 3.51, 5.27, 5.50, 7.01, 6.93, 5.64  
278, 619006.104, 4204181.142, 3.32, 4.97, 5.30, 6.73, 6.69, 5.40  
279, 619011.766, 4204180.296, 3.32, 4.98, 5.30, 6.74, 6.69, 5.41  
280, 619017.082, 4204180.771, 3.21, 4.81, 5.19, 6.58, 6.56, 5.27  
281, 619022.705, 4204180.726, 3.16, 4.73, 5.13, 6.51, 6.49, 5.21  
282, 619028.139, 4204179.919, 3.16, 4.72, 5.13, 6.50, 6.49, 5.20  
283, 619033.734, 4204180.805, 2.62, 3.90, 4.55, 5.73, 5.82, 4.53  
284, 619039.546, 4204179.478, 2.11, 3.11, 4.01, 5.00, 5.18, 3.88  
285, 619044.737, 4204179.66, 1.54, 2.23, 3.39, 4.18, 4.46, 3.16  
286, 619050.232, 4204180.394, 1.50, 2.17, 3.36, 4.13, 4.41, 3.11  
287, 619056.335, 4204178.709, 2.19, 3.23, 4.09, 5.11, 5.27, 3.98  
288, 619061.341, 4204179.935, 2.53, 3.76, 4.46, 5.60, 5.70, 4.41  
289, 619066.941, 4204178.976, 2.85, 4.26, 4.80, 6.07, 6.11, 4.82  
290, 619072.406, 4204180.03, 2.93, 4.37, 4.88, 6.17, 6.20, 4.91  
291, 619077.057, 4204179.64, 2.25, 3.32, 4.16, 5.20, 5.35, 4.06  
292, 619078.0, 4204177.372, 2.32, 3.43, 4.23, 5.29, 5.43, 4.14  
293, 619077.761, 4204172.662, 2.59, 3.85, 4.52, 5.69, 5.78, 4.49  
294, 619077.528, 4204167.7, 2.79, 4.16, 4.74, 5.98, 6.03, 4.74  
295, 619078.16, 4204163.015, 3.08, 4.61, 5.05, 6.40, 6.40, 5.11  
296, 619077.639, 4204157.662, 4.00, 6.02, 6.03, 7.71, 7.54, 6.26  
297, 619077.483, 4204152.817, 3.83, 5.77, 5.85, 7.47, 7.34, 6.05  
298, 619077.676, 4204147.548, 3.49, 5.24, 5.49, 6.98, 6.91, 5.62  
299, 619077.492, 4204142.596, 2.83, 4.22, 4.78, 6.03, 6.08, 4.79  
300, 619077.887, 4204137.308, 3.20, 4.80, 5.18, 6.57, 6.55, 5.26  
301, 619076.704, 4204132.675, 2.95, 4.40, 4.90, 6.20, 6.22, 4.93  
302, 619076.809, 4204127.462, 3.23, 4.83, 5.20, 6.60, 6.58, 5.29  
303, 619076.572, 4204122.227, 3.05, 4.56, 5.02, 6.35, 6.36, 5.07  
304, 619076.402, 4204117.449, 2.91, 4.34, 4.86, 6.14, 6.17, 4.88  
